Tripduration,Trip Miles,Starttime,Stoptime,Start Station Id,Start Station Name,Start Station Latitude,Start Station Longitude,End Station Id,End Station Name,End Station Latitude,End Station Longitude,Bikeid,Usertype,Birth Year,Age,Gender1,Table Name,Gender
680,1.4084,01-01-2017 00:00,01-01-2017 00:11,"3,226",W 82 St & Central Park West,40.78275,-73.97137,"3,165",Central Park West & W 72 St,40.775794,-73.9762057,"25,542",Subscriber,1965,53,2,201701-citibike-tripdata.csv,Female
"1,282",2.6552,01-01-2017 00:00,01-01-2017 00:22,"3,263",Cooper Square & E 7 St,40.729236,-73.990868,498,Broadway & W 32 St,40.748549,-73.9880842,"21,136",Subscriber,1987,31,2,201701-citibike-tripdata.csv,Female
648,1.3421,01-01-2017 00:00,01-01-2017 00:11,"3,143",5 Ave & E 78 St,40.776829,-73.9638877,"3,152",3 Ave & E 71 St,40.768737,-73.9611995,"18,147",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
631,1.3069,01-01-2017 00:01,01-01-2017 00:11,"3,143",5 Ave & E 78 St,40.776829,-73.9638877,"3,152",3 Ave & E 71 St,40.768737,-73.9611995,"21,211",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
621,1.2862,01-01-2017 00:01,01-01-2017 00:11,"3,143",5 Ave & E 78 St,40.776829,-73.9638877,"3,152",3 Ave & E 71 St,40.768737,-73.9611995,"26,819",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
666,1.3794,01-01-2017 00:01,01-01-2017 00:12,"3,163",Central Park West & W 68 St,40.773407,-73.9778254,"3,163",Central Park West & W 68 St,40.773407,-73.9778254,"16,050",Subscriber,2000,18,1,201701-citibike-tripdata.csv,Male
559,1.1578,01-01-2017 00:05,01-01-2017 00:14,499,Broadway & W 60 St,40.769155,-73.9819184,479,9 Ave & W 45 St,40.760193,-73.9912551,"27,294",Subscriber,1973,45,1,201701-citibike-tripdata.csv,Male
826,1.7107,01-01-2017 00:05,01-01-2017 00:19,362,Broadway & W 37 St,40.751726,-73.9875352,445,E 10 St & Avenue A,40.727408,-73.9814201,"23,288",Subscriber,1977,41,2,201701-citibike-tripdata.csv,Female
255,0.5281,01-01-2017 00:05,01-01-2017 00:10,430,York St & Jay St,40.701485,-73.9865693,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,"25,041",Subscriber,1989,29,1,201701-citibike-tripdata.csv,Male
634,1.3131,01-01-2017 00:07,01-01-2017 00:18,"3,165",Central Park West & W 72 St,40.775794,-73.9762057,"3,164",Columbus Ave & W 72 St,40.777058,-73.9789848,"16,311",Subscriber,1980,38,1,201701-citibike-tripdata.csv,Male
"1,081",2.2389,01-01-2017 00:07,01-01-2017 00:25,528,2 Ave & E 31 St,40.742909,-73.9770606,526,E 33 St & 5 Ave,40.747659,-73.9849071,"26,138",Subscriber,1993,25,1,201701-citibike-tripdata.csv,Male
479,0.9921,01-01-2017 00:08,01-01-2017 00:15,474,5 Ave & E 29 St,40.745168,-73.9868308,"3,259",9 Ave & W 28 St,40.74937,-73.9992338,"19,728",Subscriber,1973,45,1,201701-citibike-tripdata.csv,Male
"2,005",4.1526,01-01-2017 00:05,01-01-2017 00:39,524,W 43 St & 6 Ave,40.755273,-73.9831694,"3,325",E 95 St & 3 Ave,40.784903,-73.950503,"17,171",Subscriber,1992,26,1,201701-citibike-tripdata.csv,Male
738,1.5285,01-01-2017 00:08,01-01-2017 00:21,297,E 15 St & 3 Ave,40.734232,-73.986923,355,Bayard St & Baxter St,40.716021,-73.9997437,"23,874",Subscriber,1996,22,1,201701-citibike-tripdata.csv,Male
901,1.8661,01-01-2017 00:09,01-01-2017 00:24,515,W 43 St & 10 Ave,40.760094,-73.9946184,"3,428",8 Ave & W 16 St,40.740983,-74.001702,"26,501",Subscriber,1964,54,1,201701-citibike-tripdata.csv,Male
"1,246",2.5806,01-01-2017 00:09,01-01-2017 00:30,"3,172",W 74 St & Columbus Ave,40.778567,-73.9775496,"3,163",Central Park West & W 68 St,40.773407,-73.9778254,"20,845",Subscriber,1977,41,1,201701-citibike-tripdata.csv,Male
899,1.8619,01-01-2017 00:09,01-01-2017 00:24,515,W 43 St & 10 Ave,40.760094,-73.9946184,"3,428",8 Ave & W 16 St,40.740983,-74.001702,"15,597",Subscriber,1970,48,1,201701-citibike-tripdata.csv,Male
"1,504",3.115,01-01-2017 00:09,01-01-2017 00:34,423,W 54 St & 9 Ave,40.765849,-73.9869051,"3,263",Cooper Square & E 7 St,40.729236,-73.990868,"17,810",Subscriber,1994,24,1,201701-citibike-tripdata.csv,Male
759,1.572,01-01-2017 00:09,01-01-2017 00:22,267,Broadway & W 36 St,40.750977,-73.9876543,520,W 52 St & 5 Ave,40.759923,-73.9764852,"27,279",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"1,231",2.5495,01-01-2017 00:09,01-01-2017 00:30,369,Washington Pl & 6 Ave,40.732241,-74.0002639,306,Cliff St & Fulton St,40.708235,-74.0053006,"21,128",Subscriber,1969,49,1,201701-citibike-tripdata.csv,Male
351,0.727,01-01-2017 00:10,01-01-2017 00:16,"3,139",E 72 St & Park Ave,40.771183,-73.9640942,"3,146",E 81 St & 3 Ave,40.77573,-73.9567526,"26,491",Subscriber,1984,34,2,201701-citibike-tripdata.csv,Female
229,0.4743,01-01-2017 00:10,01-01-2017 00:14,279,Peck Slip & Front St,40.707873,-74.00167,308,St James Pl & Oliver St,40.713079,-73.9985119,"18,417",Subscriber,1974,44,1,201701-citibike-tripdata.csv,Male
570,1.1805,01-01-2017 00:10,01-01-2017 00:20,301,E 2 St & Avenue B,40.722174,-73.9836878,301,E 2 St & Avenue B,40.722174,-73.9836878,"21,400",Subscriber,1996,22,1,201701-citibike-tripdata.csv,Male
207,0.4287,01-01-2017 00:10,01-01-2017 00:14,128,MacDougal St & Prince St,40.727103,-74.0029709,229,Great Jones St,40.727434,-73.9937903,"26,577",Subscriber,1991,27,1,201701-citibike-tripdata.csv,Male
"6,370",13.193,01-01-2017 00:11,01-01-2017 01:57,449,W 52 St & 9 Ave,40.764618,-73.9878947,524,W 43 St & 6 Ave,40.755273,-73.9831694,"15,603",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"6,357",13.1661,01-01-2017 00:11,01-01-2017 01:57,449,W 52 St & 9 Ave,40.764618,-73.9878947,524,W 43 St & 6 Ave,40.755273,-73.9831694,"16,373",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"6,330",13.1101,01-01-2017 00:12,01-01-2017 01:57,449,W 52 St & 9 Ave,40.764618,-73.9878947,524,W 43 St & 6 Ave,40.755273,-73.9831694,"17,438",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"1,342",2.7794,01-01-2017 00:12,01-01-2017 00:34,153,E 40 St & 5 Ave,40.752062,-73.9816324,428,E 3 St & 1 Ave,40.724677,-73.9878341,"25,023",Subscriber,1968,50,2,201701-citibike-tripdata.csv,Female
"1,173",2.4294,01-01-2017 00:12,01-01-2017 00:32,368,Carmine St & 6 Ave,40.730386,-74.0021499,524,W 43 St & 6 Ave,40.755273,-73.9831694,"26,003",Subscriber,1991,27,1,201701-citibike-tripdata.csv,Male
"1,386",2.8706,01-01-2017 00:12,01-01-2017 00:36,513,W 56 St & 10 Ave,40.768254,-73.988639,494,W 26 St & 8 Ave,40.747348,-73.9972355,"18,569",Subscriber,1986,32,1,201701-citibike-tripdata.csv,Male
"1,580",3.2724,01-01-2017 00:12,01-01-2017 00:39,449,W 52 St & 9 Ave,40.764618,-73.9878947,523,W 38 St & 8 Ave,40.754666,-73.9913815,"17,209",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"1,565",3.2413,01-01-2017 00:13,01-01-2017 00:39,449,W 52 St & 9 Ave,40.764618,-73.9878947,523,W 38 St & 8 Ave,40.754666,-73.9913815,"17,280",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"1,230",2.5475,01-01-2017 00:13,01-01-2017 00:33,523,W 38 St & 8 Ave,40.754666,-73.9913815,247,Perry St & Bleecker St,40.735354,-74.0048309,"24,790",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"2,325",4.8153,01-01-2017 00:13,01-01-2017 00:52,"3,255",8 Ave & W 31 St,40.750585,-73.9946848,532,S 5 Pl & S 4 St,40.710451,-73.960876,"17,252",Subscriber,1980,38,2,201701-citibike-tripdata.csv,Female
"1,209",2.504,01-01-2017 00:13,01-01-2017 00:33,523,W 38 St & 8 Ave,40.754666,-73.9913815,247,Perry St & Bleecker St,40.735354,-74.0048309,"21,440",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
629,1.3027,01-01-2017 00:13,01-01-2017 00:24,482,W 15 St & 7 Ave,40.739355,-73.9993178,"3,263",Cooper Square & E 7 St,40.729236,-73.990868,"23,837",Subscriber,1943,75,1,201701-citibike-tripdata.csv,Male
335,0.6938,01-01-2017 00:14,01-01-2017 00:19,"3,429",Hanson Pl & Ashland Pl,40.685068,-73.9779076,270,Adelphi St & Myrtle Ave,40.693083,-73.9717891,"26,119",Subscriber,1990,28,1,201701-citibike-tripdata.csv,Male
337,0.698,01-01-2017 00:14,01-01-2017 00:20,473,Rivington St & Chrystie St,40.721101,-73.9919254,410,Suffolk St & Stanton St,40.720664,-73.9851798,"17,108",Subscriber,1989,29,1,201701-citibike-tripdata.csv,Male
"1,469",3.0425,01-01-2017 00:14,01-01-2017 00:39,516,E 47 St & 1 Ave,40.752069,-73.9678438,"3,390",E 109 St & 3 Ave,40.793297,-73.9432083,"19,966",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
600,1.2427,01-01-2017 00:14,01-01-2017 00:24,472,E 32 St & Park Ave,40.745712,-73.9819483,334,W 20 St & 7 Ave,40.742388,-73.9972624,"25,840",Subscriber,1985,33,2,201701-citibike-tripdata.csv,Female
592,1.2261,01-01-2017 00:14,01-01-2017 00:24,472,E 32 St & Park Ave,40.745712,-73.9819483,334,W 20 St & 7 Ave,40.742388,-73.9972624,"25,726",Subscriber,1986,32,1,201701-citibike-tripdata.csv,Male
485,1.0045,01-01-2017 00:15,01-01-2017 00:23,"3,349",Grand Army Plaza & Plaza St West,40.672968,-73.9708798,"3,414",Bergen St & Flatbush Ave,40.680945,-73.9756733,"17,587",Subscriber,1995,23,2,201701-citibike-tripdata.csv,Female
486,1.0066,01-01-2017 00:15,01-01-2017 00:23,"3,349",Grand Army Plaza & Plaza St West,40.672968,-73.9708798,"3,414",Bergen St & Flatbush Ave,40.680945,-73.9756733,"19,764",Subscriber,1963,55,2,201701-citibike-tripdata.csv,Female
391,0.8098,01-01-2017 00:15,01-01-2017 00:21,"3,349",Grand Army Plaza & Plaza St West,40.672968,-73.9708798,"3,417",Baltic St & 5 Ave,40.679577,-73.9785497,"18,945",Subscriber,1968,50,2,201701-citibike-tripdata.csv,Female
"1,497",3.1005,01-01-2017 00:15,01-01-2017 00:40,478,11 Ave & W 41 St,40.760301,-73.9988422,236,St Marks Pl & 2 Ave,40.728419,-73.9871396,"25,923",Subscriber,1990,28,2,201701-citibike-tripdata.csv,Female
334,0.6918,01-01-2017 00:15,01-01-2017 00:21,442,W 27 St & 7 Ave,40.746647,-73.993915,482,W 15 St & 7 Ave,40.739355,-73.9993178,"25,730",Subscriber,1973,45,2,201701-citibike-tripdata.csv,Female
862,1.7853,01-01-2017 00:16,01-01-2017 00:31,466,W 25 St & 6 Ave,40.743954,-73.9914487,410,Suffolk St & Stanton St,40.720664,-73.9851798,"25,236",Subscriber,1979,39,1,201701-citibike-tripdata.csv,Male
919,1.9034,01-01-2017 00:17,01-01-2017 00:32,442,W 27 St & 7 Ave,40.746647,-73.993915,497,E 17 St & Broadway,40.73705,-73.990093,"26,018",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"1,453",3.0093,01-01-2017 00:17,01-01-2017 00:41,"3,349",Grand Army Plaza & Plaza St West,40.672968,-73.9708798,343,Clinton Ave & Flushing Ave,40.69794,-73.9698685,"25,744",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"1,471",3.0466,01-01-2017 00:17,01-01-2017 00:41,"3,349",Grand Army Plaza & Plaza St West,40.672968,-73.9708798,343,Clinton Ave & Flushing Ave,40.69794,-73.9698685,"27,273",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
902,1.8681,01-01-2017 00:17,01-01-2017 00:32,442,W 27 St & 7 Ave,40.746647,-73.993915,497,E 17 St & Broadway,40.73705,-73.990093,"18,775",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
401,0.8305,01-01-2017 00:17,01-01-2017 00:24,475,E 16 St & Irving Pl,40.735243,-73.9875856,237,E 11 St & 2 Ave,40.730473,-73.9867238,"17,533",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
966,2.0007,01-01-2017 00:17,01-01-2017 00:33,"3,319",14 St & 5 Ave,40.666287,-73.9889505,364,Lafayette Ave & Classon Ave,40.689004,-73.9602385,"25,525",Subscriber,1990,28,1,201701-citibike-tripdata.csv,Male
590,1.222,01-01-2017 00:17,01-01-2017 00:27,"3,169",Riverside Dr & W 82 St,40.787209,-73.9812813,"3,357",W 106 St & Amsterdam Ave,40.800836,-73.9664492,"21,100",Subscriber,1979,39,1,201701-citibike-tripdata.csv,Male
313,0.6483,01-01-2017 00:17,01-01-2017 00:22,475,E 16 St & Irving Pl,40.735243,-73.9875856,237,E 11 St & 2 Ave,40.730473,-73.9867238,"16,468",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
718,1.4871,01-01-2017 00:17,01-01-2017 00:29,"3,147",E 85 St & 3 Ave,40.778012,-73.9540715,"3,135",E 75 St & 3 Ave,40.771129,-73.957723,"27,134",Subscriber,1963,55,1,201701-citibike-tripdata.csv,Male
301,0.6234,01-01-2017 00:17,01-01-2017 00:22,389,Broadway & Berry St,40.710446,-73.9652506,"3,073",Division Ave & Hooper St,40.706913,-73.9544167,"18,369",Subscriber,1983,35,2,201701-citibike-tripdata.csv,Female
"1,302",2.6966,01-01-2017 00:17,01-01-2017 00:39,"3,161",W 76 St & Columbus Ave,40.780184,-73.9772853,448,W 37 St & 10 Ave,40.756604,-73.9979009,"25,476",Subscriber,1980,38,2,201701-citibike-tripdata.csv,Female
"1,305",2.7028,01-01-2017 00:17,01-01-2017 00:39,"3,161",W 76 St & Columbus Ave,40.780184,-73.9772853,448,W 37 St & 10 Ave,40.756604,-73.9979009,"16,862",Subscriber,1975,43,1,201701-citibike-tripdata.csv,Male
81,0.1678,01-01-2017 00:17,01-01-2017 00:19,"3,137",5 Ave & E 73 St,40.772828,-73.9668528,"3,137",5 Ave & E 73 St,40.772828,-73.9668528,"17,507",Subscriber,1969,49,1,201701-citibike-tripdata.csv,Male
564,1.1681,01-01-2017 00:18,01-01-2017 00:27,"3,169",Riverside Dr & W 82 St,40.787209,-73.9812813,"3,357",W 106 St & Amsterdam Ave,40.800836,-73.9664492,"27,119",Subscriber,1985,33,2,201701-citibike-tripdata.csv,Female
"2,502",5.1819,01-01-2017 00:18,01-01-2017 00:59,"3,263",Cooper Square & E 7 St,40.729236,-73.990868,412,Forsyth St & Canal St,40.715816,-73.9942237,"16,981",Subscriber,1988,30,1,201701-citibike-tripdata.csv,Male
184,0.3811,01-01-2017 00:18,01-01-2017 00:21,"3,064",Myrtle Ave & Lewis Ave,40.69682,-73.9375693,"3,059",Pulaski St & Marcus Garvey Blvd,40.693398,-73.939877,"19,078",Subscriber,1984,34,1,201701-citibike-tripdata.csv,Male
562,1.164,01-01-2017 00:18,01-01-2017 00:28,"3,233",E 48 St & 5 Ave,40.757246,-73.9780591,379,W 31 St & 7 Ave,40.749156,-73.9916,"25,441",Subscriber,1981,37,1,201701-citibike-tripdata.csv,Male
"1,730",3.583,01-01-2017 00:19,01-01-2017 00:48,312,Allen St & Stanton St,40.722055,-73.989111,82,St James Pl & Pearl St,40.711174,-74.0001655,"22,906",Subscriber,1997,21,1,201701-citibike-tripdata.csv,Male
250,0.5178,01-01-2017 00:19,01-01-2017 00:23,"3,379",E 103 St & Lexington Ave,40.790305,-73.9475576,"3,400",E 110 St & Madison Ave,40.796154,-73.9478215,"25,047",Subscriber,1985,33,2,201701-citibike-tripdata.csv,Female
"1,169",2.4211,01-01-2017 00:19,01-01-2017 00:39,445,E 10 St & Avenue A,40.727408,-73.9814201,"3,243",E 58 St & 1 Ave,40.758924,-73.9622623,"23,288",Subscriber,1992,26,1,201701-citibike-tripdata.csv,Male
381,0.7891,01-01-2017 00:20,01-01-2017 00:26,308,St James Pl & Oliver St,40.713079,-73.9985119,534,Water - Whitehall Plaza,40.702551,-74.0127234,"17,789",Subscriber,1992,26,1,201701-citibike-tripdata.csv,Male
236,0.4888,01-01-2017 00:20,01-01-2017 00:24,"3,354",3 St & Prospect Park West,40.668132,-73.9736383,"3,423",West Drive & Prospect Park West,40.661063,-73.9794526,"25,423",Subscriber,1954,64,1,201701-citibike-tripdata.csv,Male
"2,477",5.1301,01-01-2017 00:20,01-01-2017 01:01,"3,137",5 Ave & E 73 St,40.772828,-73.9668528,"3,170",W 84 St & Columbus Ave,40.785,-73.9728341,"17,507",Subscriber,1969,49,1,201701-citibike-tripdata.csv,Male
455,0.9424,01-01-2017 00:20,01-01-2017 00:27,"3,343",W 107 St & Columbus Ave,40.799757,-73.9621129,"3,350",W 100 St & Broadway,40.797372,-73.9704119,"26,512",Subscriber,1963,55,2,201701-citibike-tripdata.csv,Female
222,0.4598,01-01-2017 00:20,01-01-2017 00:24,509,9 Ave & W 22 St,40.745497,-74.0019714,458,11 Ave & W 27 St,40.751396,-74.005226,"22,625",Subscriber,1966,52,1,201701-citibike-tripdata.csv,Male
400,0.8284,01-01-2017 00:21,01-01-2017 00:27,"3,343",W 107 St & Columbus Ave,40.799757,-73.9621129,"3,350",W 100 St & Broadway,40.797372,-73.9704119,"26,805",Subscriber,1964,54,1,201701-citibike-tripdata.csv,Male
478,0.99,01-01-2017 00:21,01-01-2017 00:29,"3,162",W 78 St & Broadway,40.7834,-73.9809313,"3,307",West End Ave & W 94 St,40.794165,-73.974124,"25,916",Subscriber,1968,50,1,201701-citibike-tripdata.csv,Male
123,0.2547,01-01-2017 00:21,01-01-2017 00:23,"3,164",Columbus Ave & W 72 St,40.777058,-73.9789848,"3,175",W 70 St & Amsterdam Ave,40.77748,-73.9828859,"19,570",Subscriber,1966,52,1,201701-citibike-tripdata.csv,Male
"1,142",2.3652,01-01-2017 00:21,01-01-2017 00:40,"3,354",3 St & Prospect Park West,40.668132,-73.9736383,353,S Portland Ave & Hanson Pl,40.685396,-73.9743146,"18,075",Subscriber,1978,40,1,201701-citibike-tripdata.csv,Male
"1,142",2.3652,01-01-2017 00:21,01-01-2017 00:40,"3,354",3 St & Prospect Park West,40.668132,-73.9736383,353,S Portland Ave & Hanson Pl,40.685396,-73.9743146,"20,339",Subscriber,1982,36,2,201701-citibike-tripdata.csv,Female
491,1.0169,01-01-2017 00:22,01-01-2017 00:30,"3,354",3 St & Prospect Park West,40.668132,-73.9736383,"3,313",6 Ave & 12 St,40.666318,-73.9854617,"16,835",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
490,1.0148,01-01-2017 00:22,01-01-2017 00:30,"3,354",3 St & Prospect Park West,40.668132,-73.9736383,"3,313",6 Ave & 12 St,40.666318,-73.9854617,"16,318",Subscriber,1976,42,1,201701-citibike-tripdata.csv,Male
635,1.3152,01-01-2017 00:22,01-01-2017 00:32,"3,416",7 Ave & Park Pl,40.677615,-73.9732428,"3,354",3 St & Prospect Park West,40.668132,-73.9736383,"25,609",Subscriber,1953,65,2,201701-citibike-tripdata.csv,Female
"1,837",3.8046,01-01-2017 00:22,01-01-2017 00:53,"3,143",5 Ave & E 78 St,40.776829,-73.9638877,475,E 16 St & Irving Pl,40.735243,-73.9875856,"20,645",Subscriber,1984,34,1,201701-citibike-tripdata.csv,Male
285,0.5903,01-01-2017 00:22,01-01-2017 00:27,391,Clark St & Henry St,40.697601,-73.9934456,"3,242",Schermerhorn St & Court St,40.691029,-73.9918336,"27,147",Subscriber,1942,76,1,201701-citibike-tripdata.csv,Male
"1,890",3.9144,01-01-2017 00:23,01-01-2017 00:54,"3,349",Grand Army Plaza & Plaza St West,40.672968,-73.9708798,412,Forsyth St & Canal St,40.715816,-73.9942237,"15,148",Subscriber,1984,34,1,201701-citibike-tripdata.csv,Male
"13,108",14.9,01-01-2017 00:23,01-01-2017 04:01,"3,349",Grand Army Plaza & Plaza St West,40.672968,-73.9708798,311,Norfolk St & Broome St,40.717227,-73.9880208,"18,707",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"3,572",7.398,01-01-2017 00:23,01-01-2017 01:22,"3,349",Grand Army Plaza & Plaza St West,40.672968,-73.9708798,311,Norfolk St & Broome St,40.717227,-73.9880208,"20,816",Customer,null,null,0,201701-citibike-tripdata.csv,Unknown
"1,090",2.2575,01-01-2017 00:23,01-01-2017 00:41,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,326,E 11 St & 1 Ave,40.729538,-73.9842673,"23,097",Subscriber,1984,34,1,201701-citibike-tripdata.csv,Male
131,0.2713,01-01-2017 00:23,01-01-2017 00:25,"3,317",10 St & 5 Ave,40.668627,-73.9870005,"3,322",12 St & 4 Ave,40.668603,-73.9904394,"23,405",Subscriber,1959,59,1,201701-citibike-tripdata.csv,Male
373,0.7725,01-01-2017 00:23,01-01-2017 00:29,502,Henry St & Grand St,40.714215,-73.981346,350,Clinton St & Grand St,40.715595,-73.9870295,"14,555",Subscriber,1971,47,2,201701-citibike-tripdata.csv,Female
"1,282",2.6552,01-01-2017 00:23,01-01-2017 00:44,532,S 5 Pl & S 4 St,40.710451,-73.960876,416,Cumberland St & Lafayette Ave,40.687534,-73.9726518,"26,359",Subscriber,1975,43,1,201701-citibike-tripdata.csv,Male
"2,339",4.8443,01-01-2017 00:23,01-01-2017 01:02,"3,143",5 Ave & E 78 St,40.776829,-73.9638877,174,E 25 St & 1 Ave,40.738177,-73.9773866,"22,784",Subscriber,1970,48,1,201701-citibike-tripdata.csv,Male
"1,767",3.6597,01-01-2017 00:23,01-01-2017 00:53,"3,143",5 Ave & E 78 St,40.776829,-73.9638877,475,E 16 St & Irving Pl,40.735243,-73.9875856,"23,068",Subscriber,1984,34,2,201701-citibike-tripdata.csv,Female
"2,432",5.0369,01-01-2017 00:23,01-01-2017 01:04,"3,168",Central Park West & W 85 St,40.784727,-73.9696172,346,Bank St & Hudson St,40.736529,-74.0061803,"16,887",Subscriber,1946,72,1,201701-citibike-tripdata.csv,Male
"1,190",2.4646,01-01-2017 00:23,01-01-2017 00:43,532,S 5 Pl & S 4 St,40.710451,-73.960876,416,Cumberland St & Lafayette Ave,40.687534,-73.9726518,"26,099",Subscriber,1975,43,1,201701-citibike-tripdata.csv,Male
"2,444",5.0618,01-01-2017 00:23,01-01-2017 01:04,"3,168",Central Park West & W 85 St,40.784727,-73.9696172,346,Bank St & Hudson St,40.736529,-74.0061803,"19,062",Subscriber,1948,70,2,201701-citibike-tripdata.csv,Female
"2,322",4.8091,01-01-2017 00:23,01-01-2017 01:02,"3,143",5 Ave & E 78 St,40.776829,-73.9638877,174,E 25 St & 1 Ave,40.738177,-73.9773866,"16,832",Subscriber,1968,50,2,201701-citibike-tripdata.csv,Female
"1,034",2.1415,01-01-2017 00:24,01-01-2017 00:41,326,E 11 St & 1 Ave,40.729538,-73.9842673,448,W 37 St & 10 Ave,40.756604,-73.9979009,"26,787",Subscriber,1973,45,1,201701-citibike-tripdata.csv,Male
361,0.7477,01-01-2017 00:24,01-01-2017 00:30,461,E 20 St & 2 Ave,40.735877,-73.9820503,439,E 4 St & 2 Ave,40.726281,-73.9897804,"20,968",Subscriber,1962,56,1,201701-citibike-tripdata.csv,Male
777,1.6093,01-01-2017 00:24,01-01-2017 00:37,"3,160",Central Park West & W 76 St,40.778968,-73.9737474,"3,341",Central Park West & W 102 St,40.795346,-73.96186,"22,853",Subscriber,1953,65,2,201701-citibike-tripdata.csv,Female
"1,024",2.1208,01-01-2017 00:24,01-01-2017 00:41,398,Atlantic Ave & Furman St,40.691652,-73.9999786,"3,396",Clinton St & 4 Place,40.678356,-74.000145,"25,787",Subscriber,1982,36,2,201701-citibike-tripdata.csv,Female
993,2.0566,01-01-2017 00:24,01-01-2017 00:41,398,Atlantic Ave & Furman St,40.691652,-73.9999786,"3,396",Clinton St & 4 Place,40.678356,-74.000145,"26,334",Subscriber,1976,42,1,201701-citibike-tripdata.csv,Male
"1,306",2.7049,01-01-2017 00:24,01-01-2017 00:46,"3,172",W 74 St & Columbus Ave,40.778567,-73.9775496,509,9 Ave & W 22 St,40.745497,-74.0019714,"27,033",Subscriber,1973,45,1,201701-citibike-tripdata.csv,Male
"1,307",2.7069,01-01-2017 00:24,01-01-2017 00:46,"3,172",W 74 St & Columbus Ave,40.778567,-73.9775496,509,9 Ave & W 22 St,40.745497,-74.0019714,"22,458",Subscriber,1975,43,2,201701-citibike-tripdata.csv,Female
357,0.7394,01-01-2017 00:24,01-01-2017 00:30,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,243,Fulton St & Rockwell Pl,40.688226,-73.979382,"14,635",Subscriber,1988,30,1,201701-citibike-tripdata.csv,Male
"1,370",2.8374,01-01-2017 00:24,01-01-2017 00:47,376,John St & William St,40.708621,-74.0072216,482,W 15 St & 7 Ave,40.739355,-73.9993178,"26,399",Subscriber,1970,48,1,201701-citibike-tripdata.csv,Male
516,1.0687,01-01-2017 00:24,01-01-2017 00:33,143,Clinton St & Joralemon St,40.692395,-73.9933791,430,York St & Jay St,40.701485,-73.9865693,"25,851",Subscriber,1963,55,1,201701-citibike-tripdata.csv,Male
"1,353",2.8022,01-01-2017 00:25,01-01-2017 00:47,376,John St & William St,40.708621,-74.0072216,482,W 15 St & 7 Ave,40.739355,-73.9993178,"27,105",Subscriber,1977,41,1,201701-citibike-tripdata.csv,Male
622,1.2882,01-01-2017 00:25,01-01-2017 00:35,224,Spruce St & Nassau St,40.711464,-74.0055243,265,Stanton St & Chrystie St,40.722293,-73.9914754,"26,568",Subscriber,1983,35,1,201701-citibike-tripdata.csv,Male
"1,125",2.33,01-01-2017 00:25,01-01-2017 00:44,522,E 51 St & Lexington Ave,40.757148,-73.9720784,"3,288",E 88 St & 1 Ave,40.778301,-73.9488134,"26,131",Subscriber,1968,50,1,201701-citibike-tripdata.csv,Male
"1,435",2.972,01-01-2017 00:25,01-01-2017 00:49,383,Greenwich Ave & Charles St,40.735238,-74.000271,"3,155",Lexington Ave & E 63 St,40.7644,-73.9664898,"21,262",Subscriber,1986,32,1,201701-citibike-tripdata.csv,Male
309,0.64,01-01-2017 00:25,01-01-2017 00:30,419,Carlton Ave & Park Ave,40.695807,-73.9735557,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,"27,077",Subscriber,1989,29,1,201701-citibike-tripdata.csv,Male
230,0.4764,01-01-2017 00:25,01-01-2017 00:29,"3,078",Broadway & Roebling St,40.709256,-73.9598222,"3,069",Lorimer St & Broadway,40.704118,-73.948186,"24,151",Subscriber,1996,22,1,201701-citibike-tripdata.csv,Male
"1,309",2.7111,01-01-2017 00:25,01-01-2017 00:47,423,W 54 St & 9 Ave,40.765849,-73.9869051,346,Bank St & Hudson St,40.736529,-74.0061803,"26,665",Subscriber,1977,41,1,201701-citibike-tripdata.csv,Male
384,0.7953,01-01-2017 00:26,01-01-2017 00:32,362,Broadway & W 37 St,40.751726,-73.9875352,519,Pershing Square North,40.751873,-73.977706,"17,766",Subscriber,1994,24,1,201701-citibike-tripdata.csv,Male
